Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3
OX1 3XU,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2000-12-01,2001-10-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3XX,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2000-12-01,2002-11-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3XZ,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2007-07-01,2008-07-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YA,No,51.755125,-1.254930,451526,206533,SP515065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1998-12-01,2001-04-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,6,1,2021-09-22,"Oxford",1.06271,OX,OX1,"Thames Valley","",9C3WQP4W+32,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YB,No,51.755125,-1.254930,451526,206533,SP515065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1998-06-01,2000-09-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,6,1,2021-09-22,"Oxford",1.06271,OX,OX1,"Thames Valley","",9C3WQP4W+32,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YD,No,51.755125,-1.254930,451526,206533,SP515065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1998-06-01,2000-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,6,1,2021-09-22,"Oxford",1.06271,OX,OX1,"Thames Valley","",9C3WQP4W+32,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YH,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1997-06-01,2013-03-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YL,No,51.755125,-1.254930,451526,206533,SP515065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1999-06-01,1999-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,6,1,2021-09-22,"Oxford",1.06271,OX,OX1,"Thames Valley","",9C3WQP4W+32,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YP,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2000-12-01,2001-10-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YR,No,51.755125,-1.254930,451526,206533,SP515065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",2000-06-01,2001-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,6,1,2021-09-22,"Oxford",1.06271,OX,OX1,"Thames Valley","",9C3WQP4W+32,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YS,No,51.755674,-1.246605,452100,206600,SP520065,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1999-12-01,2000-10-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,62,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,8,1,2021-09-22,"Oxford",1.6378,OX,OX1,"Thames Valley","",9C3WQQ43+79,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3YT,No,51.755125,-1.254930,451526,206533,SP515065,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1998-06-01,1999-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,69,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,6,1,2021-09-22,"Oxford",1.06271,OX,OX1,"Thames Valley","",9C3WQP4W+32,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3ZQ,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2003-11-01,2004-08-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,5,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 3ZX,Yes,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2004-05-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AA,No,51.752152,-1.258253,451300,206200,SP512061,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,1994-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,73,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,8,1,2021-09-22,"Oxford",0.832149,OX,OX1,"Thames Valley","",9C3WQP2R+VM,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AB,Yes,51.752188,-1.257336,451363,206205,SP513062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.893616,OX,OX1,"Thames Valley","Thames Water",9C3WQP2V+V3,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AD,No,51.752208,-1.257180,451374,206207,SP513062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1981-06-01,2020-01-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.903851,OX,OX1,"Thames Valley","Thames Water",9C3WQP2V+V4,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AE,No,51.751224,-1.262266,451024,206094,SP510060,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2002-06-01,2007-07-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172575,E14000873,21643,5,0,2021-09-22,"Oxford",0.598461,OX,OX1,"Thames Valley","",9C3WQP2Q+F3,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AF,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",1993-08-01,2004-02-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AG,Yes,51.752316,-1.256305,451434,206220,SP514062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",5,1,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",0.961617,OX,OX1,"Thames Valley","Thames Water",9C3WQP2V+WF,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AH,Yes,51.752465,-1.255133,451515,206237,SP515062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,0,2021-09-22,"Oxford",1.03959,OX,OX1,"Thames Valley","Thames Water",9C3WQP2V+XW,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AJ,Yes,51.753234,-1.254396,451565,206323,SP515063,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",424,0,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",1.08433,OX,OX1,"Thames Valley","Thames Water",9C3WQP3W+76,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AL,Yes,51.753748,-1.253344,451637,206381,SP516063,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",14,0,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,70,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.15664,OX,OX1,"Thames Valley","Thames Water",9C3WQP3W+FM,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AN,Yes,51.752894,-1.251968,451733,206287,SP517062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",5,1,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.25275,OX,OX1,"Thames Valley","Thames Water",9C3WQP3X+56,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AP,Yes,51.752702,-1.250059,451865,206267,SP518062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,67,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.3851,OX,OX1,"Thames Valley","Thames Water",9C3WQP3X+3X,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AQ,Yes,51.752354,-1.256076,451450,206224,SP514062,"Oxfordshire","Oxford","Carfax & Jericho",E07000178,E05013098,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,72,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145303,E14000873,21643,1,1,2021-09-22,"Oxford",0.976667,OX,OX1,"Thames Valley","Thames Water",9C3WQP2V+WH,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AR,Yes,51.753188,-1.250051,451865,206321,SP518063,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",338,0,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,67,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.38325,OX,OX1,"Thames Valley","Thames Water",9C3WQP3X+7X,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AS,Yes,51.752522,-1.249145,451928,206248,SP519062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",2,2,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,66,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.44921,OX,OX1,"Thames Valley","Thames Water",9C3WQQ32+28,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AT,No,51.752533,-1.248816,451951,206249,SP519062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,2006-09-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.47169,OX,OX1,"Thames Valley","Thames Water",9C3WQQ32+2F,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AU,Yes,51.751825,-1.246466,452114,206172,SP521061,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",503,2,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,63,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.64001,OX,OX1,"Thames Valley","Thames Water",9C3WQQ23+PC,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AW,Yes,51.753312,-1.251164,451788,206334,SP517063,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",345,0,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,68,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.30642,OX,OX1,"Thames Valley","Thames Water",9C3WQP3X+8G,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AX,No,51.751573,-1.247832,452020,206143,SP520061,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",2006-06-01,2006-07-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,62,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.5503,OX,OX1,"Thames Valley","Thames Water",9C3WQQ22+JV,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AY,Yes,51.751235,-1.246881,452086,206106,SP520061,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,61,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.62052,OX,OX1,"Thames Valley","Thames Water",9C3WQQ23+F6,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4AZ,Yes,51.751235,-1.246881,452086,206106,SP520061,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,61,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.62052,OX,OX1,"Thames Valley","Thames Water",9C3WQQ23+F6,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BA,Yes,51.752200,-1.248763,451955,206212,SP519062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",1,1,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,64,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.47848,OX,OX1,"Thames Valley","Thames Water",9C3WQQ22+VF,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BB,No,51.752097,-1.249562,451900,206200,SP518062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1995-01-01,1995-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,8,1,2021-09-22,"Oxford",1.42499,OX,OX1,"Thames Valley","",9C3WQQ22+R5,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BD,Yes,51.752255,-1.248965,451941,206218,SP519062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.46406,OX,OX1,"Thames Valley","Thames Water",9C3WQQ22+WC,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BE,Yes,51.752140,-1.249344,451915,206205,SP519062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,65,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.43939,OX,OX1,"Thames Valley","Thames Water",9C3WQQ22+V7,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BF,No,51.752106,-1.251010,451800,206200,SP518061,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1994-12-01,1995-07-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,66,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,8,1,2021-09-22,"Oxford",1.3259,OX,OX1,"Thames Valley","",9C3WQP2X+RH,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BG,Yes,51.752454,-1.250555,451831,206239,SP518062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,67,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.35313,OX,OX1,"Thames Valley","Thames Water",9C3WQP2X+XQ,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BH,Yes,51.752258,-1.252239,451715,206216,SP517062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",353,1,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,68,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00145417,E14000873,5004,1,1,2021-09-22,"Oxford",1.23999,OX,OX1,"Thames Valley","Thames Water",9C3WQP2X+W4,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BJ,Yes,51.752435,-1.253279,451643,206235,SP516062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,70,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,0,2021-09-22,"Oxford",1.16676,OX,OX1,"Thames Valley","Thames Water",9C3WQP2W+XM,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BL,No,51.752334,-1.254280,451574,206223,SP515062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,2003-02-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,70,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.09954,OX,OX1,"Thames Valley","",9C3WQP2W+W7,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BN,No,51.752435,-1.253279,451643,206235,SP516062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,2000-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,70,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.16676,OX,OX1,"Thames Valley","",9C3WQP2W+XM,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BP,No,51.741161,-1.254899,451544,204980,SP515049,"Oxfordshire","Oxford","Hinksey Park",E07000178,E05013105,England,E10000025,"Oxford East",1994-12-01,1998-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 012A","Urban city and town",South East,57,,E01028541,Oxfordshire,E02005951,"Grandpont & New Hinksey",E43000128,E00145398,E14000873,23673,6,1,2021-09-22,"Oxford",1.72633,OX,OX1,"Thames Valley","",9C3WPPRW+F2,54800,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BQ,No,51.750231,-1.267367,450673,205980,SP506059,"Oxfordshire","Oxford","Osney & St Thomas",E07000178,E05013111,England,E10000025,"Oxford East",2001-12-01,2004-02-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008B","Urban city and town",South East,59,,E01028522,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172573,E14000873,5004,1,1,2021-09-22,"Oxford",0.410366,OX,OX1,"Thames Valley","",9C3WQP2M+33,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BS,No,51.752134,-1.255356,451500,206200,SP514062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,1995-12-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,8,1,2021-09-22,"Oxford",1.02911,OX,OX1,"Thames Valley","",9C3WQP2V+VV,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BT,Yes,51.752230,-1.254876,451533,206211,SP515062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,70,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,1,1,2021-09-22,"Oxford",1.06031,OX,OX1,"Thames Valley","Thames Water",9C3WQP2W+V2,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
OX1 4BU,No,51.752134,-1.255356,451500,206200,SP514062,"Oxfordshire","Oxford","Holywell",E07000178,E05013106,England,E10000025,"Oxford East",1980-01-01,1997-06-01,"Oxford, unparished area","",,,"Oxford","Oxford","Oxford 008A","Urban city and town",South East,71,,E01028521,Oxfordshire,E02005947,"Oxford Central",E43000128,E00172567,E14000873,21643,8,1,2021-09-22,"Oxford",1.02911,OX,OX1,"Thames Valley","",9C3WQP2V+VV,36100,"","Oxford","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC"
